air_temperature_celsius,auxiliary_equipment,auxiliary_equipment_id,barometer,bottom_salinity,bottom_temp_c,bottom_types,bridge,cloud_coverage_code,created_at,created_by,created_by_id,crow_distance,cruise,cruise_id,distance_towed,distance_towed_obtained_code,duration,end_date,end_depth_m,end_latitude,end_latitude_DD,end_latitude_MMmm,end_longitude,end_longitude_DD,end_longitude_MMmm,experiment_type,experiment_type_id,fill_percent,force_complete,gear_type,gear_type_id,hopper_used,id,is_active,is_opened,light_intensity,light_intensity_id,logging_on,max_depth_m,min_depth_m,nafo_area,operations,port_warp,precipitation,recorder,remarks,sea_state_code,set_number,set_result,set_result_id,ship_direction,ship_speed,ship_speed_obtained_code,shrimp_fishing_unit,shrimp_management,shrimp_management_id,speed,starboard_warp,start_date,start_depth_m,start_latitude,start_latitude_DD,start_latitude_MMmm,start_longitude,start_longitude_DD,start_longitude_MMmm,station_number,stratum,swell_direction,swell_height_code,swell_period_code,temp_logger_number,tide_direction_code,track_distance,trap_number,trawl_cable_length,trawl_opening,trawl_retention_cable,trawling_unit,updated_at,updated_by,updated_by_id,uuid,warp_units_code,wave_height,wave_period_code,weather_code,wind_direction_code,wind_direction_degree,wind_force_code,wind_force_kts
16.2,1 - Rollers plus Codend and 1-p liners,2,1018.8,32.16,1.61,,Glenn D’Entremont,8 - 8 eighths,2023-09-11 07:04:49 UTC,sylvie,15,1.0018819886496013,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,20.12,2023-09-11 11:22:27 UTC,63.92,47.36248333333333,47,21.749000000000038,-60.8088,-60,48.527999999999885,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,459,No,No,,,Yes,64.43,62.82,4TF,"Fishing, CTD",216,,Maxime Gauvin,,,32,1 - NORMAL - No damage to gear,1,177,3.0,8 - Satelite navigation,,,,2.99,216,2023-09-11 11:02:20 UTC,64.35,47.379133333333336,47,22.74800000000008,-60.80995,-60,48.597000000000115,147,436,,0.5,,,,0.998169983482789,,,,,,2023-09-11 12:47:44 UTC,bridge,31,935eb734-c6cd-305e-8076-7727d2df5668,1 - meters,,,"61 - Rain, not freezing, continuous; slight at time of observation",2 - 023° to 067° (northeast),66.0,4 - 11 to 16 kts (moderate breeze),15.0
16.0,1 - Rollers plus Codend and 1-p liners,2,1018.4,31.95,1.58,,Glenn D’Entremont,8 - 8 eighths,2023-09-11 07:05:05 UTC,sylvie,15,1.0068744575065407,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,20.18,2023-09-11 13:27:31 UTC,50.42,47.43253333333333,47,25.951999999999924,-60.956,-60,57.3600000000001,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,460,No,No,,,Yes,51.28,50.53,4TF,"Fishing, CTD",175,,Maxime Gauvin,,,33,1 - NORMAL - No damage to gear,1,032,3.0,8 - Satelite navigation,,,,2.99,174,2023-09-11 13:07:20 UTC,51.24,47.4181,47,25.08600000000006,-60.96856666666667,-60,58.11399999999994,145,436,,0.5,,,,1.0035905884623035,,,,,,2023-09-11 14:52:44 UTC,bridge,31,d3b3447a-ee04-332b-af9c-4f3e34a25be6,1 - meters,,,21 - Rain (not freezing); not falling as shower(s); at the station during the preceding hour but not at the time of observation,3 - 068° to 112° (east),76.0,5 - 17 to 21 kts (fresh breeze),20.0
16.3,1 - Rollers plus Codend and 1-p liners,2,1017.8,31.08,4.23,,Justin Misener,8 - 8 eighths,2023-09-11 09:32:55 UTC,sylvainf,69,0.9250171773660183,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,18.8,2023-09-11 16:09:40 UTC,30.01,47.43151666666667,47,25.890999999999863,-61.282066666666665,-61,16.92400000000004,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,461,No,No,,,Yes,30.62,29.95,4TF,"Fishing, CTD, Zooplankton Tow",118,,Maxime Gauvin,,,34,1 - NORMAL - No damage to gear,1,095,3.0,8 - Satelite navigation,,,,2.95,118,2023-09-11 15:50:52 UTC,30.23,47.4321,47,25.925999999999963,-61.3048,-61,18.28799999999998,138,435,,0.5,,,,0.9231174763265773,,,,,,2023-09-11 23:33:41 UTC,bridge,31,02b10100-efdc-36da-a194-d3ce7a6c171a,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,3 - 068° to 112° (east),85.0,5 - 17 to 21 kts (fresh breeze),17.0
17.4,1 - Rollers plus Codend and 1-p liners,2,1016.6,31.86,1.61,,Greg Macdonald,8 - 8 eighths,2023-09-11 09:44:37 UTC,sylvainf,69,0.9971526328781178,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,19.83,2023-09-11 18:52:31 UTC,49.34,47.22181666666667,47,13.309000000000136,-61.22356666666666,-61,13.413999999999941,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,462,No,No,,,Yes,49.73,48.43,4TF,"Fishing, CTD",172,,Maxime Gauvin,,,35,1 - NORMAL - No damage to gear,1,212,3.0,8 - Satelite navigation,,,,3.02,173,2023-09-11 18:32:41 UTC,49.69,47.236583333333336,47,14.195000000000194,-61.21243333333334,-61,12.746000000000155,148,436,,0.5,,,,0.9956736079827467,,,,,,2023-09-11 21:47:20 UTC,bridge,31,b2d5f3a0-1c8f-378b-9c98-ed6230026ae3,1 - meters,,,21 - Rain (not freezing); not falling as shower(s); at the station during the preceding hour but not at the time of observation,3 - 068° to 112° (east),73.0,5 - 17 to 21 kts (fresh breeze),20.0
18.0,0 - No auxiliary equipment,1,1015.0,31.47,1.0,,Greg Macdonald,8 - 8 eighths,2023-09-11 15:26:41 UTC,sylvainf,69,0.974641098298739,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,19.78,2023-09-11 21:27:44 UTC,48.73,47.04566666666667,47,2.740000000000388,-61.31661666666667,-61,18.997000000000117,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,463,No,No,,,Yes,48.71,47.47,4TF,"Fishing, CTD",168,,Logan Clark,,,36,1 - NORMAL - No damage to gear,1,037,2.6,1 - Ships log or distance program,,,,2.96,168,2023-09-11 21:07:57 UTC,47.47,47.031933333333335,47,1.915999999999864,-61.32926666666667,-61,19.756000000000252,129,434,,0.5,,,,0.9746692642729154,,,,,,2023-09-11 23:05:54 UTC,bridge,31,851e2ce3-0799-32d3-95ea-7dc2c701d3b6,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,3 - 068° to 112° (east),80.0,5 - 17 to 21 kts (fresh breeze),18.0
181.0,0 - No auxiliary equipment,1,1016.4,31.39,1.31,,Greg Macdonald,8 - 8 eighths,2023-09-11 15:26:52 UTC,sylvainf,69,0.9642396494170542,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,19.82,2023-09-11 23:48:21 UTC,44.45,47.030433333333335,47,1.8259999999999612,-61.41531666666667,-61,24.91900000000023,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,464,No,No,,,Yes,44.63,44.07,4TF,"Fishing, CTD",166,,Jon Savoie,,,37,1 - NORMAL - No damage to gear,1,054,3.0,1 - Ships log or distance program,,,,2.92,166,2023-09-11 23:28:32 UTC,44.23,47.020983333333334,47,1.2590000000001358,-61.434333333333335,-61,26.060000000000098,128,434,,1.0,,,,0.9674022470028847,,,,,,2023-09-12 01:41:35 UTC,bridge,31,cbe08336-5ebe-382f-add7-9b80be2acb66,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,3 - 068° to 112° (east),70.0,5 - 17 to 21 kts (fresh breeze),19.0
17.0,0 - No auxiliary equipment,1,1016.0,31.06,3.74,,Greg Macdonald,7 - 7 eighths,2023-09-11 15:27:08 UTC,sylvainf,69,0.9781121029389862,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,19.9,2023-09-12 01:41:44 UTC,31.65,47.09663333333334,47,5.798000000000077,-61.518966666666664,-61,31.13799999999998,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,465,No,No,,,Yes,32.09,31.32,4TF,"Fishing, CTD",120,,Logan Clark,,,38,1 - NORMAL - No damage to gear,1,146,3.0,1 - Ships log or distance program,,,,2.95,120,2023-09-12 01:21:50 UTC,32.04,47.09435,47,5.661000000000058,-61.542633333333335,-61,32.55800000000018,139,435,,0.5,,,,0.9807925727946425,,,,,,2023-09-12 03:27:14 UTC,bridge,31,72670484-4dcc-3779-b998-2552f0704cc5,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,3 - 068° to 112° (east),80.0,2 - 4 to 6 kts (light breeze),5.0
16.0,0 - No auxiliary equipment,1,1016.0,30.34,9.05,,Glenn D’Entremont,6 - 6 eighths,2023-09-11 15:27:27 UTC,sylvainf,69,1.0459245367385785,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,21.25,2023-09-12 04:08:27 UTC,25.01,47.22703333333333,47,13.621999999999632,-61.60151666666667,-61,36.09100000000035,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,466,No,No,,,Yes,24.95,24.11,4TF,"Fishing, CTD",95,,Logan Clark,,,39,1 - NORMAL - No damage to gear,1,352,3.0,1 - Ships log or distance program,,,,2.95,95,2023-09-12 03:47:12 UTC,24.78,47.21275,47,12.764999999999903,-61.61615,-61,36.968999999999745,140,435,,0.5,,,,1.0454700550352052,,,,,,2023-09-12 06:23:49 UTC,bridge,31,6101f394-710c-3825-a269-487c91cc8df7,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,3 - 068° to 112° (east),80.0,4 - 11 to 16 kts (moderate breeze),16.0
17.0,0 - No auxiliary equipment,1,1016.0,30.73,4.67,,Glenn D’Entremont,6 - 6 eighths,2023-09-11 15:28:02 UTC,sylvainf,69,0.022418428192598264,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,0.53,2023-09-12 06:37:04 UTC,34.69,47.13693333333333,47,8.215999999999864,-61.837716666666665,-61,50.262999999999984,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,467,No,No,,,Yes,34.88,34.77,4TF,"Fishing, CTD",,,Logan Clark,,,40,6 - FAILED - Wrong gear operation,6,030,3.0,1 - Ships log or distance program,,,,2.54,,2023-09-12 06:36:32 UTC,34.81,47.13666666666666,47,8.2,-61.8381,-61,50.28600000000006,141,435,,0.5,,,,0.018017193181388544,,,,,,2023-09-12 07:00:41 UTC,sylvie,15,33345db2-3796-3eb1-84d3-8bd349ceefc4,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),30.0,5 - 17 to 21 kts (fresh breeze),18.0
17.0,0 - No auxiliary equipment,1,1016.0,,,,Glenn D’Entremont,7 - 7 eighths,2023-09-12 07:01:10 UTC,sylvie,15,1.0147626559487475,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,20.25,2023-09-12 07:58:44 UTC,35.15,47.14905,47,8.943000000000271,-61.82021666666667,-61,49.21299999999998,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,starboard,471,No,No,,,Yes,35.27,34.09,4TF,"Fishing, CTD",135,,Logan Clark,"No CTD data for this set because the CTD was previously done on set #40 which was a null set at the same station (station 141). Thus, CTD data from set #40 should be linked to fishing data from set #41.",,41,1 - NORMAL - No damage to gear,1,030,3.0,1 - Ships log or distance program,,,,3.01,135,2023-09-12 07:38:29 UTC,34.69,47.1369,47,8.213999999999942,-61.83745,-61,50.24699999999963,141,435,,0.5,,,,1.0109544214489963,,,,,,2023-09-12 17:34:25 UTC,sylvainf,69,e9ec206e-216b-3105-ae2d-1f26fa6d431f,1 - meters,,,3 - Clouds generally forming or developing; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),30.0,6 - 22 to 27 kts (strong breeze),23.0
17.0,1 - Rollers plus Codend and 1-p liners,2,1016.2,31.46,1.19,,Glenn D’Entremont,8 - 8 eighths,2023-09-12 07:02:26 UTC,sylvie,15,0.995773748140206,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,20.07,2023-09-12 11:31:52 UTC,49.09,46.98108333333333,46,58.8649999999999,-61.9345,-61,56.07000000000019,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,starboard,472,No,No,,,Yes,49.88,48.1,4TF,"Fishing, CTD",174,,Maxime Gauvin,,,42,1 - NORMAL - No damage to gear,1,110,3.0,8 - Satelite navigation,,,,2.98,175,2023-09-12 11:11:48 UTC,49.03,46.98681666666667,46,59.20900000000014,-61.957283333333336,-61,57.43700000000002,109,431,,1.0,,,,0.9966972187523921,,,,,,2023-09-12 13:26:07 UTC,bridge,31,bd2b4ea8-70c5-3cd3-8396-e0cd7b1c6e68,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),40.0,6 - 22 to 27 kts (strong breeze),23.0
17.1,1 - Rollers plus Codend and 1-p liners,2,1016.8,31.45,1.24,,Glenn D’Entremont,8 - 8 eighths,2023-09-12 07:02:59 UTC,sylvie,15,1.0016717075715025,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,20.18,2023-09-12 13:56:31 UTC,51.1,47.0267,47,1.6019999999999224,-62.009933333333336,-62,0.5960000000001552,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,starboard,473,No,No,,,Yes,51.37,49.96,4TF,"Fishing, CTD",173,,Maxime Gauvin,,,43,1 - NORMAL - No damage to gear,1,129,3.0,8 - Satelite navigation,,,,2.98,175,2023-09-12 13:36:20 UTC,50.0,47.0377,47,2.2620000000000196,-62.0283,-62,1.6980000000000777,110,431,,0.7,,,,1.0025365967692526,,,,,,2023-09-12 15:33:53 UTC,bridge,31,32752fc8-cb87-3f33-bf58-f9ee4695b76f,1 - meters,,,2 - State of sky on the whole unchanged; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),46.0,5 - 17 to 21 kts (fresh breeze),20.0
17.6,1 - Rollers plus Codend and 1-p liners,2,1016.2,,,,Greg Macdonald,8 - 8 eighths,2023-09-12 10:16:17 UTC,sylvainf,69,0.8929929608260001,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,17.52,2023-09-12 16:56:51 UTC,61.01,47.02538333333333,47,1.5229999999995925,-62.366733333333336,-62,22.004000000000328,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,474,No,No,,,Yes,62.87,59.5,4TF,"Fishing, CTD",214,,Maxime Gauvin,"Hauled back early because of a bump on the bottom surface

No. 3 belly and cod end tore up",,44,3 - FAILED - Major damage to gear,3,031,3.0,8 - Satelite navigation,,,,3.06,213,2023-09-12 16:39:20 UTC,61.47,47.01218333333333,47,0.7309999999997672,-62.376733333333334,-62,22.603999999999846,111,431,,1.0,,,,0.889971510193643,,,,,,2023-09-12 20:27:21 UTC,bridge,31,2fd86651-ec52-3ae5-9594-8c03a03e99e9,1 - meters,,,1 - Clouds generally dissolving or becoming less developed; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),64.0,6 - 22 to 27 kts (strong breeze),23.0
18.0,0 - No auxiliary equipment,1,1015.0,,,,Greg Macdonald,8 - 8 eighths,2023-09-12 17:34:57 UTC,sylvainf,69,0.8518521641011356,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,17.18,2023-09-12 21:09:30 UTC,65.04,46.86931666666667,46,52.159000000000134,-62.43363333333333,-62,26.017999999999788,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,476,No,No,,,Yes,65.07,62.83,4TF,"Fishing, CTD",215,,Logan Clark,,,45,5 - FAILED - Fishing gears,5,158,3.0,1 - Ships log or distance program,,,,2.98,215,2023-09-12 20:52:19 UTC,63.95,46.8808,46,52.84800000000008,-62.44578333333333,-62,26.74699999999963,301,431,,1.0,,,,0.8527370264600325,,,,,,2023-09-12 21:47:21 UTC,sylvainf,69,03a919ce-0d57-3ffc-9995-7151ea78fcc7,1 - meters,,,3 - Clouds generally forming or developing; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),40.0,4 - 11 to 16 kts (moderate breeze),16.0
17.0,0 - No auxiliary equipment,1,1015.0,31.43,0.66,,Greg Macdonald,8 - 8 eighths,2023-09-12 21:54:46 UTC,sylvainf,69,0.8340470191757258,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,16.53,2023-09-12 23:30:24 UTC,63.32,46.88398333333333,46,53.038999999999945,-62.61306666666667,-62,36.784000000000134,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,480,No,No,,,Yes,64.85,62.39,4TJ,"Fishing, CTD",215,,Jon Savoie,,,46,1 - NORMAL - No damage to gear,1,040,3.0,1 - Ships log or distance program,,,,3.03,215,2023-09-12 23:13:52 UTC,63.42,46.87338333333334,46,52.40300000000037,-62.62616666666667,-62,37.57000000000019,302,431,,0.5,,,,0.8327247028227825,,,,,,2023-09-13 01:33:30 UTC,bridge,31,425a3ab0-3757-304d-a03b-1134713d70c8,1 - meters,,,"11 - Patches; shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea",2 - 023° to 067° (northeast),50.0,3 - 7 to 10 kts (gentle breeze),10.0
17.0,0 - No auxiliary equipment,1,1015.0,31.75,0.67,,Greg Macdonald,8 - 8 eighths,2023-09-12 21:59:01 UTC,sylvainf,69,0.8173155129396279,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,17.03,2023-09-13 02:44:53 UTC,63.41,47.07825,47,4.694999999999709,-62.484966666666665,-62,29.098000000000077,1 - Stratified random survey set,1,,No,23 - Northeast Fisheries Science Center Ecosystem Survey Trawl (NEST),2,port,481,No,No,,,Yes,64.8,61.55,4TF,"Fishing, CTD",260,,Logan Clark,Haul back at 16:20 mins due to poor sea floor approach.,,47,1 - NORMAL - No damage to gear,1,280,3.0,1 - Ships log or distance program,,,,2.88,260,2023-09-13 02:27:51 UTC,64.53,47.07168333333333,47,4.300999999999961,-62.467483333333334,-62,28.04900000000004,097,429,,1.0,,,,0.8169019072921625,,,,,,2023-09-13 04:55:17 UTC,bridge,31,5b18a7eb-2d93-3659-b82a-2d595e0ba579,1 - meters,,,3 - Clouds generally forming or developing; Characteristic change of the state of sky during the past hour,2 - 023° to 067° (northeast),50.0,4 - 11 to 16 kts (moderate breeze),15.0
,,,,,,,,,2023-09-12 21:59:09 UTC,sylvainf,69,,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,,,,,,,,,,,,,No,,,,482,No,Yes,,,No,,,4TK,"Fishing, CTD",,,,,,48,,,,,,,,,,,,,,,,,,,098,429,,,,,,,,,,,,2023-09-12 21:59:10 UTC,,,4b9295a7-682f-3e49-9d94-f1a9c1f7a389,,,,,,,,
,,,,,,,,,2023-09-12 21:59:18 UTC,sylvainf,69,,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,,,,,,,,,,,,,No,,,,483,No,Yes,,,No,,,4TJ,"Fishing, CTD",,,,,,49,,,,,,,,,,,,,,,,,,,099,429,,,,,,,,,,,,2023-09-12 21:59:18 UTC,,,388a63fa-1ee0-36af-b971-f49c859412d4,,,,,,,,
,,,,,,,,,2023-09-12 21:59:28 UTC,sylvainf,69,,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,,,,,,,,,,,,,No,,,,484,No,Yes,,,No,,,4TK,"Fishing, CTD",,,,,,50,,,,,,,,,,,,,,,,,,,102,429,,,,,,,,,,,,2023-09-12 21:59:29 UTC,,,91c9dee9-5ca8-3b9a-bec7-0630740930e7,,,,,,,,
,,,,,,,,,2023-09-12 23:52:53 UTC,sylvainf,69,,2023 Gulf Region Ecosystem Survey (CAR-2023-300),58,,,,,,,,,,,,,,,No,,,,485,No,Yes,,,No,,,4TK,"Fishing, CTD",,,,,,51,,,,,,,,,,,,,,,,,,,063,423,,,,,,,,,,,,2023-09-12 23:52:53 UTC,,,d154ffab-e226-3987-8988-3559fa7298fb,,,,,,,,
